spend_1m_baby;spend_2m_baby;spend_3m_baby;spend_4m_baby;spend_5m_baby;spend_6m_baby;spend_1m_clothes;spend_2m_clothes;spend_3m_clothes;spend_4m_clothes;spend_5m_clothes;spend_6m_clothes;spend_1m_health;spend_2m_health;spend_3m_health;spend_4m_health;spend_5m_health;spend_6m_health;spend_1m_pet;spend_2m_pet;spend_3m_pet;spend_4m_pet;spend_5m_pet;spend_6m_pet;spend_1m_groceries;spend_2m_groceries;spend_3m_groceries;spend_4m_groceries;spend_5m_groceries;spend_6m_groceries;spend_1m_eletronic;spend_2m_eletronic;spend_3m_eletronic;spend_4m_eletronic;spend_5m_eletronic;spend_6m_eletronic;sales;discount;profit;age;gender;cust_state;tenure;sales_prediction_bins;sales_prediction
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;110.0;0.0;0.0;110.0;0;0;0;0.0;0.0;0.0;2888.45;US$ 110.0;31.53;36;0.0;MG;4;5;1103.240909546272
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;15;10.0;15.0;5.0;5.0;0;0;0;0.0;0.0;0.0;1409.73;US$ 25.0;44.08;27;1.0;SP;5;1;907.07622512357
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2329.27;US$ 80.0;34.13;39;0.0;MS;7;4;1033.4078800929806
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1505.38;US$ 50.0;23.76;27;1.0;PA;7;3;991.9559137436944
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;15;0.0;0.0;5.0;5.0;0;0;0;0.0;0.0;0.0;1910.39;US$ 65.0;28.61;30;0.0;AM;3;2;964.077754913484
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;20.0;10.0;120.0;140.0;0;0;0;0.0;0.0;0.0;2865.56;US$ 115.0;25.41;24;1.0;CE;2;9;1421.0398611788676
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;20.0;10.0;55.0;5.0;0;0;0;0.0;0.0;0.0;1738.21;US$ 45.0;40.17;28;1.0;BA;8;3;1002.2611696230254
0;0;0;0;0;0.0;25;375.0;375.0;0.0;0.0;25.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125.0;125.0;125.0;125.0;0;0;0;0.0;0.0;0.0;4024.96;US$ 125.0;72.22;27;1.0;RJ;10;8;1303.6518531541892
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;35;35.0;50.0;40.0;20.0;0;0;0;0.0;0.0;0.0;2256.72;US$ 85.0;25.58;24;0.0;RJ;6;5;1108.1427040277897
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;20;0.0;5.0;5.0;25.0;0;0;0;0.0;0.0;0.0;1978.61;US$ 55.0;41.95;32;0.0;BA;3;3;990.1095873139244
5;0;5;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;15.0;10.0;10.0;20.0;0;0;0;0.0;0.0;0.0;2242.19;US$ 100.0;9.87;31;1.0;PI;8;6;1124.250571449183
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;135;15;110.0;30.0;390.0;65.0;0;0;0;0.0;0.0;0.0;3326.51;US$ 85.0;78.0;33;1.0;SC;7;4;1071.943785279349
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;10;145.0;135.0;15.0;135.0;0;0;0;0.0;0.0;0.0;3043.21;US$ 130.0;19.12;30;;PE;5;7;1210.8034918301469
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2461.22;US$ 80.0;40.6;39;1.0;PR;11;4;1058.835782524335
5;0;0;0;0;0.0;25;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1525.49;US$ 45.0;29.75;26;1.0;RJ;3;2;952.3352113756364
0;0;0;0;0;0.0;0;435.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;25;25.0;75.0;220.0;215.0;0;0;0;0.0;0.0;0.0;4545.28;US$ 145.0;77.72;37;0.0;MG;8;9;1562.3771259033415
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;65;15.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2941.59;US$ 130.0;14.14;31;0.0;RJ;5;9;1425.7714933669067
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1632.42;US$ 50.0;29.99;31;0.0;SP;3;3;1005.671526595633
0;0;0;0;0;0.0;0;330.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.0;110.0;110.0;110.0;0;0;0;0.0;0.0;0.0;4039.32;US$ 110.0;87.93;41;1.0;SP;6;6;1163.0400271147364
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;15;50.0;0.0;20.0;50.0;0;0;0;0.0;0.0;0.0;1686.49;US$ 30.0;52.64;32;0.0;SC;6;2;975.7132558402872
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;20.0;10.0;10.0;25.0;0;0;0;0.0;0.0;0.0;3091.87;US$ 95.0;56.5;50;0.0;SP;4;7;1193.6909387088751
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;65;55.0;10.0;35.0;15.0;0;0;0;0.0;0.0;0.0;1162.85;US$ 15.0;41.98;24;0.0;MG;3;0;866.1213308587799
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;30;140.0;55.0;25.0;70.0;0;0;0;0.0;0.0;0.0;1626.29;US$ 20.0;59.69;25;1.0;SC;2;1;923.8739110629988
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;30;140.0;230.0;140.0;145.0;0;0;0;0.0;0.0;0.0;3919.88;US$ 135.0;57.07;36;;MG;6;8;1313.1608536323458
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;115.0;30.0;0.0;110.0;0;0;0;0.0;0.0;0.0;2594.29;US$ 105.0;22.12;31;0.0;PE;5;7;1190.266881164693
0;0;0;0;0;0.0;25;0.0;25.0;25.0;0.0;415.0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;135.0;135.0;5.0;20.0;0;0;0;0.0;0.0;0.0;4512.54;US$ 130.0;91.11;45;0.0;PR;9;8;1344.8837018568724
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;10.0;5.0;15.0;45.0;0;0;0;0.0;0.0;0.0;1322.85;US$ 15.0;49.82;23;;BA;8;0;817.1898863495335
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;10;40.0;10.0;15.0;0.0;0;0;0;0.0;0.0;0.0;1664.6;US$ 45.0;36.57;32;0.0;RJ;8;2;972.4019846876446
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;45;10.0;20.0;20.0;20.0;0;0;0;0.0;0.0;0.0;1142.18;US$ 20.0;35.97;23;0.0;PE;8;0;892.6294794943199
5;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;420.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140.0;140.0;0.0;0.0;0;0;0;0.0;0.0;0.0;3865.57;US$ 140.0;49.41;41;1.0;PE;2;8;1274.2184301065502
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;15.0;5.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1312.64;US$ 30.0;34.32;29;1.0;AM;3;3;991.9594456264764
0;0;0;0;0;0.0;25;0.0;0.0;0.0;25.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2611.76;US$ 100.0;27.98;38;0.0;MG;7;5;1090.3564766005757
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;55;20;55.0;40.0;55.0;50.0;0;0;0;0.0;0.0;0.0;1924.39;US$ 60.0;34.3;27;1.0;PA;7;4;1033.6020475107632
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145.0;0.0;0.0;145.0;0;0;0;0.0;0.0;0.0;3150.35;US$ 145.0;9.37;25;0.0;SC;6;9;1799.5871303138906
0;0;0;0;0;0.0;25;0.0;50.0;25.0;75.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;45;10;30.0;0.0;15.0;40.0;0;0;0;0.0;0.0;0.0;1546.29;US$ 20.0;55.77;30;0.0;SC;8;1;904.5978252711942
5;0;5;0;5;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;55;0.0;15.0;55.0;10.0;0;0;0;0.0;0.0;0.0;2646.53;US$ 90.0;39.68;41;1.0;MG;4;6;1151.7827073393903
5;0;0;10;0;0.0;0;0.0;0.0;0.0;0.0;0.0;100;100;0;100;300;100;0;0;0;0;0;0;0;0;125.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;3351.79;US$ 125.0;39.24;29;1.0;PA;7;8;1259.3454733667984
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;60;165;85.0;0.0;200.0;55.0;0;0;0;0.0;0.0;0.0;1684.16;US$ 25.0;57.52;26;0.0;RS;4;1;937.0755042270812
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.0;0.0;0.0;15.0;0;0;0;0.0;0.0;0.0;2224.48;US$ 65.0;44.0;31;1.0;PA;4;4;1046.4542947372192
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;390.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;130.0;130.0;0.0;135.0;0;0;0;0.0;0.0;0.0;4172.09;US$ 130.0;74.43;37;1.0;RJ;9;6;1177.2343726961838
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;65.0;85.0;5.0;10.0;0;0;0;0.0;0.0;0.0;2176.19;US$ 90.0;16.63;27;0.0;MT;4;7;1196.346658294159
0;0;0;0;0;0.0;25;0.0;0.0;0.0;0.0;50.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1208.44;US$ 25.0;34.21;25;1.0;BA;6;1;927.3414313859548
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2567.69;US$ 80.0;45.82;39;1.0;RS;6;5;1073.4123157665606
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;20;20.0;15.0;0.0;5.0;0;0;0;0.0;0.0;0.0;1899.53;US$ 45.0;48.08;34;1.0;RS;7;3;1010.5762588692892
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;140.0;160.0;15.0;140.0;0;0;0;0.0;0.0;0.0;4239.52;US$ 135.0;72.74;47;1.0;BA;6;9;1427.439171861575
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1914.39;US$ 70.0;23.81;26;1.0;AM;10;4;1032.6616567791252
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;40;5.0;5.0;40.0;5.0;0;0;0;0.0;0.0;0.0;2136.86;US$ 60.0;44.71;37;0.0;AC;10;3;1015.4979831146704
0;0;0;0;0;0.0;0;375.0;375.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;135.0;0.0;130.0;155.0;0;0;0;0.0;0.0;0.0;4110.95;US$ 125.0;76.44;28;1.0;CE;7;7;1235.42519063262
0;0;0;0;0;1600.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160.0;160.0;0.0;0.0;0;0;0;0.0;0.0;0.0;5602.8;US$ 160.0;114.54;41;1.0;GO;7;9;1503.579225031132
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;15;105.0;0.0;0.0;120.0;0;0;0;0.0;0.0;0.0;3055.01;US$ 105.0;44.7;32;;SP;8;6;1158.0001612469116
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1925.03;US$ 70.0;24.33;29;1.0;PB;4;4;1032.795404455857
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;405.0;0;0;0;0;0;0;0;0;0;0;0;0;10;20;0.0;5.0;140.0;20.0;0;0;0;0.0;0.0;0.0;3880.38;US$ 135.0;55.14;31;1.0;RN;4;9;1487.4989478560117
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;25;30.0;15.0;150.0;55.0;0;0;0;0.0;0.0;0.0;1718.78;US$ 35.0;49.22;28;1.0;SP;6;2;968.9134979676352
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;140;110;70.0;45.0;10.0;20.0;0;0;0;0.0;0.0;0.0;2151.19;US$ 55.0;50.41;35;0.0;PB;4;4;1033.8603920256687
5;5;0;5;10;0.0;25;25.0;50.0;0.0;25.0;25.0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0.0;10.0;0.0;35.0;0;0;0;0.0;0.0;0.0;1372.26;US$ 20.0;47.24;28;1.0;SP;9;0;900.0261865665983
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;75.0;0.0;55.0;30.0;0;0;0;0.0;0.0;0.0;1286.8;US$ 25.0;38.05;26;;MG;7;1;909.094517804232
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.0;5.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1630.31;US$ 40.0;39.89;32;;SC;6;2;960.758968012001
0;0;0;0;0;0.0;25;75.0;0.0;25.0;0.0;25.0;0;0;0;0;0;0;0;0;0;0;0;0;25;15;60.0;10.0;0.0;15.0;0;0;0;0.0;0.0;0.0;2617.95;US$ 80.0;48.28;34;1.0;MT;8;5;1076.6816674615332
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;5.0;5.0;5.0;15.0;0;0;0;0.0;0.0;0.0;1925.84;US$ 55.0;39.37;35;;SP;6;2;988.7773307448872
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.0;5.0;5.0;20.0;0;0;0;0.0;0.0;0.0;1758.39;US$ 70.0;16.16;26;1.0;BA;6;3;1023.3525454547714
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;55;10;5.0;45.0;35.0;145.0;0;0;0;0.0;0.0;0.0;933.58;US$ 0.0;45.75;24;0.0;PR;5;0;816.758110866706
0;0;0;0;0;0.0;25;75.0;0.0;0.0;25.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;110.0;110.0;110.0;0;0;0;0.0;0.0;0.0;2905.58;US$ 110.0;32.37;33;0.0;SE;4;6;1149.5479124369674
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;55;70;175.0;15.0;320.0;95.0;0;0;0;0.0;0.0;0.0;2042.09;US$ 20.0;80.06;24;1.0;CE;6;1;943.4881317967474
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1969.48;US$ 75.0;21.5;24;0.0;BA;5;5;1073.8113408540332
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;5.0;25.0;0.0;5.0;0;0;0;0.0;0.0;0.0;1639.17;US$ 55.0;25.32;26;0.0;MG;7;2;978.6334669106128
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;120.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2759.21;US$ 120.0;15.2;27;0.0;CE;12;7;1229.584276257881
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;55;45;95.0;140.0;85.0;55.0;0;0;0;0.0;0.0;0.0;2524.34;US$ 65.0;58.69;31;1.0;RS;1;4;1055.8015087728886
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;150.0;0.0;75.0;190.0;0;0;0;0.0;0.0;0.0;3828.62;US$ 150.0;37.6;38;0.0;RJ;4;9;1737.7524865483513
0;0;0;0;0;0.0;0;390.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;60;40;75.0;205.0;15.0;150.0;0;0;0;0.0;0.0;0.0;3879.57;US$ 130.0;60.1;35;0.0;PE;5;7;1219.9805926133804
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;20.0;20.0;0.0;30.0;0;0;0;0.0;0.0;0.0;3045.87;US$ 100.0;49.25;41;1.0;SP;5;6;1152.094217493325
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;25;0.0;0.0;0.0;5.0;0;0;0;0.0;0.0;0.0;1847.26;US$ 55.0;35.52;30;1.0;MG;10;3;992.9773588909968
5;0;5;0;0;0.0;0;375.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;30.0;140.0;10.0;175.0;0;0;0;0.0;0.0;0.0;3566.42;US$ 125.0;49.75;32;1.0;PB;5;7;1230.2106402429995
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;45;20.0;0.0;5.0;80.0;0;0;0;0.0;0.0;0.0;1424.13;US$ 30.0;39.78;27;0.0;PR;8;0;868.8535935605328
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;20;20.0;20.0;0.0;30.0;0;0;0;0.0;0.0;0.0;1273.52;US$ 20.0;42.4;23;1.0;RS;3;0;860.1213728458143
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;15;5.0;60.0;0.0;150.0;0;0;0;0.0;0.0;0.0;3451.42;US$ 145.0;24.12;28;1.0;MA;7;9;1383.9595711003958
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;15;145.0;145.0;145.0;0.0;0;0;0;0.0;0.0;0.0;4184.34;US$ 145.0;60.03;44;0.0;SC;8;9;1388.837710817106
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;10.0;30.0;160.0;60.0;0;0;0;0.0;0.0;0.0;3482.62;US$ 130.0;40.65;30;;ES;8;8;1300.7297767004484
5;5;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;60;5;10.0;15.0;20.0;25.0;0;0;0;0.0;0.0;0.0;2164.98;US$ 55.0;51.08;35;1.0;SP;7;3;1021.684606115036
0;0;0;0;0;0.0;0;0.0;0.0;345.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;115.0;20.0;115.0;0.0;0;0;0;0.0;0.0;0.0;3653.36;US$ 115.0;64.01;40;1.0;SP;2;7;1215.960623171149
0;0;0;0;0;0.0;25;0.0;0.0;0.0;75.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0.0;0.0;5.0;5.0;0;0;0;0.0;0.0;0.0;1431.22;US$ 40.0;30.13;28;0.0;PA;5;2;968.179788267231
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;25.0;40.0;10.0;5.0;0;0;0;0.0;0.0;0.0;1459.56;US$ 35.0;36.52;33;0.0;SP;3;2;955.064180041889
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;20;40.0;10.0;85.0;35.0;0;0;0;0.0;0.0;0.0;2223.84;US$ 85.0;23.97;29;0.0;PA;5;5;1092.3170640781234
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;45.0;10.0;40.0;45.0;0;0;0;0.0;0.0;0.0;1458.87;US$ 35.0;36.48;27;0.0;PE;10;2;967.5834575964042
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;10.0;5.0;5.0;20.0;0;0;0;0.0;0.0;0.0;1612.39;US$ 35.0;44.01;33;0.0;SC;10;2;964.0216407915289
0;0;0;0;0;0.0;0;435.0;0.0;0.0;0.0;435.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145.0;0.0;145.0;0.0;0;0;0;0.0;0.0;0.0;4790.52;US$ 145.0;89.74;43;0.0;SC;11;9;1591.7643916856532
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5.0;5.0;0.0;10.0;0;0;0;0.0;0.0;0.0;2312.73;US$ 65.0;48.32;37;1.0;SP;6;4;1034.443412514397
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2052.8;US$ 75.0;25.59;32;0.0;PR;1;4;1042.5529588435072
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;70;25.0;25.0;0.0;5.0;0;0;0;0.0;0.0;0.0;1058.15;US$ 15.0;36.85;20;1.0;RJ;5;0;850.7778036809981
0;0;0;0;0;1600.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;125;120;270.0;75.0;15.0;190.0;0;0;0;0.0;0.0;0.0;6371.06;US$ 160.0;152.18;40;;RJ;9;9;1580.5112210372342
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120.0;120.0;0.0;0.0;0;0;0;0.0;0.0;0.0;3006.6;US$ 120.0;27.32;36;0.0;PE;6;6;1174.1118277650014
10;25;30;5;0;5.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;30;5.0;5.0;10.0;0.0;0;0;0;0.0;0.0;0.0;1649.78;US$ 30.0;50.84;31;0.0;RS;3;2;953.8970196678812
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;130.0;20.0;5.0;125.0;0;0;0;0.0;0.0;0.0;3013.63;US$ 120.0;27.67;29;1.0;MT;6;7;1218.054143670067
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;15;10.0;10.0;40.0;30.0;0;0;0;0.0;0.0;0.0;980.08;US$ 10.0;38.02;21;0.0;BA;5;0;777.5149099278403
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;420.0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;145.0;190.0;15.0;0.0;0;0;0;0.0;0.0;0.0;3709.15;US$ 140.0;41.75;34;;PE;4;8;1331.4756824157162
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1985.23;US$ 65.0;32.28;28;1.0;PA;6;3;1030.1349494093492
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;5;5.0;135.0;55.0;110.0;0;0;0;0.0;0.0;0.0;2490.89;US$ 110.0;12.05;29;0.0;PE;11;6;1136.5892268472444
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1503.7;US$ 40.0;33.68;28;1.0;RJ;6;2;984.0997380266118
0;0;0;0;0;0.0;25;0.0;50.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;5.0;10.0;5.0;65.0;0;0;0;0.0;0.0;0.0;1382.56;US$ 30.0;37.75;26;1.0;MG;8;1;921.344747058088
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;65.0;25.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1857.6;US$ 55.0;36.02;23;1.0;MG;7;4;1030.544530386767
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;10;30.0;25.0;0.0;50.0;0;0;0;0.0;0.0;0.0;2363.67;US$ 80.0;35.82;41;0.0;RS;4;5;1082.47837112272
