spend_1m_baby,spend_2m_baby,spend_3m_baby,spend_4m_baby,spend_5m_baby,spend_6m_baby,spend_1m_clothes,spend_2m_clothes,spend_3m_clothes,spend_4m_clothes,spend_5m_clothes,spend_6m_clothes,spend_1m_health,spend_2m_health,spend_3m_health,spend_4m_health,spend_5m_health,spend_6m_health,spend_1m_pet,spend_2m_pet,spend_3m_pet,spend_4m_pet,spend_5m_pet,spend_6m_pet,spend_1m_groceries,spend_2m_groceries,spend_3m_groceries,spend_4m_groceries,spend_5m_groceries,spend_6m_groceries,spend_1m_eletronic,spend_2m_eletronic,spend_3m_eletronic,spend_4m_eletronic,spend_5m_eletronic,spend_6m_eletronic,sales,discount,profit,age,gender,cust_state,tenure
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,362.0920653724218,357.0920653724218,357.0920653724218,382.0920653724218,0,0,0,0.0,0.0,0.0,8333.23,$ 357.0,51.24,27,0.0,MS,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,40.0,10.0,5.0,15.0,0,0,0,0.0,0.0,0.0,1149.09,$ 2.0,54.78,37,1.0,PB,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,35,0.0,40.0,70.0,10.0,0,0,0,0.0,0.0,0.0,1189.85,$ 10.0,48.79,29,0.0,PE,25
5,0,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1274.61,$ 19.0,43.4,36,0.0,CE,25
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.0638105664935,571.0638105664935,571.0638105664935,0.0,0,0,0,0.0,0.0,0.0,12064.4,$ 571.0,20.09,27,0.0,PR,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.2135650584494,0.0,288.2135650584494,0.0,0,0,0,0.0,0.0,0.0,6058.5,$ 288.0,8.65,24,1.0,MS,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,473.3880451594488,5.0,473.3880451594488,15.0,0,0,0,0.0,0.0,0.0,11100.07,$ 473.0,70.52,44,1.0,SP,21
5,15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,20.0,0.0,0,0,0,0.0,0.0,0.0,1295.15,$ 28.0,35.76,31,1.0,MG,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1671.69,$ 43.0,38.78,33,0.0,BA,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1495.58,$ 26.0,46.89,34,0.0,AL,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,185.0,45.0,10.0,15.0,0,0,0,0.0,0.0,0.0,1310.31,$ 12.0,52.7,28,0.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,35.0,30.0,35.0,5.0,0,0,0,0.0,0.0,0.0,1557.03,$ 29.0,47.26,31,0.0,SP,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,165,60.0,5.0,0.0,75.0,0,0,0,0.0,0.0,0.0,1377.42,$ 13.0,54.05,33,0.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0.0,20.0,30.0,40.0,0,0,0,0.0,0.0,0.0,1037.47,$ 9.0,41.58,26,0.0,BA,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,60.0,0.0,75.0,35.0,0,0,0,0.0,0.0,0.0,1940.36,$ 35.0,60.44,43,0.0,PA,23
0,0,0,0,0,0.0,50,1076.2533590124772,50.0,50.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,358.75111967082574,15.0,393.75111967082574,368.75111967082574,0,0,0,0.0,0.0,0.0,7188.67,$ 359.0,-6.51,21,1.0,PA,23
0,0,0,0,0,0.0,25,2215.7255998284536,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,738.5751999428179,0.0,743.5751999428179,743.5751999428179,0,0,0,0.0,0.0,0.0,18127.16,$ 739.0,149.66,28,0.0,SP,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0.0,0.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1126.48,$ 2.0,52.74,32,1.0,MT,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,129.68833597197172,129.68833597197172,129.68833597197172,0,0,0,0.0,0.0,0.0,3374.49,$ 130.0,35.66,32,0.0,MG,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,175.60120147132335,125.0,160.60120147132335,295.0,0,0,0,0.0,0.0,0.0,3393.21,$ 116.0,50.67,25,0.0,SC,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,25.0,15.0,10.0,40.0,0,0,0,0.0,0.0,0.0,1276.28,$ 13.0,49.41,24,1.0,ES,19
0,0,0,0,0,0.0,0,0.0,0.0,357.2971559169987,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,129.09905197233292,124.0990519723329,124.0990519723329,214.0990519723329,0,0,0,0.0,0.0,0.0,3881.96,$ 119.0,71.12,27,1.0,RJ,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5.0,20.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1409.25,$ 24.0,44.74,28,0.0,SC,18
5,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,65,65.0,20.0,65.0,45.0,0,0,0,0.0,0.0,0.0,2128.47,$ 61.0,42.89,23,0.0,ES,23
0,0,0,0,0,0.0,25,0.0,0.0,0.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0.0,25.0,5.0,15.0,0,0,0,0.0,0.0,0.0,5987.17,$ 265.0,28.16,46,0.0,GO,26
5,0,10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10.0,0.0,20.0,25.0,0,0,0,0.0,0.0,0.0,1057.94,$ 10.0,41.88,26,1.0,RS,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0.0,0.0,20.0,15.0,0,0,0,0.0,0.0,0.0,1862.34,$ 51.0,40.48,29,,SP,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,80,239.3200874971378,155.0,115.0,10.0,0,0,0,0.0,0.0,0.0,4716.34,$ 184.0,46.78,28,1.0,SP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.0,0.0,10.0,5.0,0,0,0,0.0,0.0,0.0,1161.69,$ 16.0,40.9,32,1.0,MG,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,708.0382308271473,0.0,5.0,500,500,0,500.0,500.0,0.0,12662.24,$ 708.0,-87.59,29,,PE,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.0,15.0,50.0,15.0,0,0,0,0.0,0.0,0.0,7079.33,$ 422.0,-74.63,30,0.0,CE,23
5,0,5,0,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1343.61,$ 19.0,47.14,37,,PB,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,130.31193824539463,130.31193824539463,130.31193824539463,0,0,0,0.0,0.0,0.0,3404.05,$ 130.0,36.49,34,0.0,MT,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,15.0,30.0,25.0,15.0,0,0,0,0.0,0.0,0.0,1083.23,$ 7.0,46.56,33,,MG,19
5,5,0,0,0,0.0,0,0.0,487.5365754875583,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,192.5121918291861,20.0,10.0,5.0,0,0,0,0.0,0.0,0.0,4447.89,$ 163.0,55.43,26,,SP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,262.79610716960804,0.0,35.0,242.796107169608,0,0,0,0.0,0.0,0.0,5293.03,$ 243.0,16.56,26,0.0,SP,27
0,0,0,0,0,0.0,25,0.0,0.0,75.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,194.644732212062,194.644732212062,0,0,0,0.0,0.0,0.0,4880.63,$ 195.0,44.51,34,1.0,RS,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,769.21,$ 10.0,27.77,29,0.0,CE,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,194.74315042703623,0.0,194.74315042703623,0,0,0,0.0,0.0,0.0,4479.62,$ 195.0,24.76,26,,MS,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0.0,0.0,10.0,20.0,0,0,0,0.0,0.0,0.0,1098.28,$ 4.0,49.86,35,1.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1228.22,$ 15.0,44.85,41,,PR,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,5.0,15.0,25.0,0,0,0,0.0,0.0,0.0,1966.57,$ 72.0,24.39,27,0.0,RJ,21
0,0,0,0,0,0.0,25,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1377.36,$ 4.0,63.65,44,1.0,AL,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.0,5.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1041.87,$ 2.0,49.21,35,1.0,PE,16
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,115.0,203.22414634781083,243.22414634781083,25.0,0,0,0,0.0,0.0,0.0,4939.33,$ 193.0,48.8,33,0.0,RS,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1076.17,$ 2.0,50.5,33,1.0,BA,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,100,0,0,0,100,0,0,0,0,0,0,0,25,0,5.0,15.0,15.0,45.0,0,0,0,0.0,0.0,0.0,1608.55,$ 6.0,73.02,32,1.0,CE,20
0,0,0,0,0,0.0,25,0.0,25.0,0.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,35.0,55.0,80.0,20.0,0,0,0,0.0,0.0,0.0,1781.25,$ 46.0,41.08,24,1.0,MG,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,130.4462865523241,130.4462865523241,0,0,0,0.0,0.0,0.0,3449.37,$ 130.0,38.57,30,1.0,SP,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25.0,55.0,20.0,40.0,0,0,0,0.0,0.0,0.0,2203.47,$ 86.0,22.43,29,1.0,MA,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,913.65,$ 9.0,36.18,25,1.0,AP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.8509549975527,0.0,0.0,295.8509549975527,0,0,0,0.0,0.0,0.0,6301.98,$ 296.0,12.95,28,0.0,SP,21
0,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0.0,25.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1386.39,$ 21.0,47.34,28,1.0,SP,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5.0,5.0,5.0,60.0,0,0,0,0.0,0.0,0.0,1127.39,$ 15.0,40.06,35,0.0,PE,21
15,10,5,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,15.0,15.0,25.0,25.0,0,0,0,0.0,0.0,0.0,1608.02,$ 6.0,72.8,42,0.0,SP,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2613.68,$ 96.0,32.11,33,,ES,23
0,0,0,0,0,0.0,25,50.0,0.0,25.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,55.0,25.0,15.0,10.0,0,0,0,0.0,0.0,0.0,1969.17,$ 35.0,61.54,37,0.0,MT,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,90,25.0,15.0,10.0,175.0,0,0,0,0.0,0.0,0.0,1711.62,$ 11.0,73.02,40,0.0,AP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,5.0,10.0,30.0,0.0,0,0,0,0.0,0.0,0.0,903.67,$ 0.0,44.07,26,1.0,RJ,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1880.0107124493763,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,631.6702374831254,626.6702374831254,626.6702374831254,0,0,0,0.0,0.0,0.0,15732.0,$ 627.0,144.2,32,0.0,SP,23
5,0,10,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,40.0,100.0,0.0,30.0,0,0,0,0.0,0.0,0.0,2066.02,$ 43.0,58.28,35,1.0,RJ,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1386.65,$ 39.0,28.91,25,0.0,BA,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2058.89,$ 81.0,20.0,26,1.0,RS,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,5.0,60.0,0.0,30.0,0,0,0,0.0,0.0,0.0,1380.12,$ 16.0,51.26,31,,RS,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,147.52048687041753,147.52048687041753,0,0,0,0.0,0.0,0.0,4473.79,$ 148.0,71.7,46,1.0,DF,22
0,0,0,0,0,6258.972716377435,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,625.8972716377435,625.8972716377435,630.8972716377435,630.8972716377435,0,0,0,0.0,0.0,0.0,20782.86,$ 626.0,392.46,26,1.0,SP,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,248.46694174542245,233.46694174542245,5.0,273.46694174542245,0,0,0,0.0,0.0,0.0,5682.02,$ 223.0,54.95,36,0.0,SP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,30.0,30.0,10.0,115.0,0,0,0,0.0,0.0,0.0,1275.78,$ 11.0,51.55,26,0.0,PA,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5.0,10.0,35.0,0.0,0,0,0,0.0,0.0,0.0,855.27,$ 3.0,39.06,23,1.0,MG,18
5,5,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,65,390.2125809022274,35.0,15.0,0.0,0,0,0,0.0,0.0,0.0,7974.01,$ 370.0,20.51,41,1.0,RJ,25
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50.0,35.0,0.0,15.0,0,0,0,0.0,0.0,0.0,1161.82,$ 2.0,55.06,30,0.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,100.0,60.0,40.0,55.0,0,0,0,0.0,0.0,0.0,1280.67,$ 2.0,61.19,35,1.0,RO,25
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0.0,0.0,0.0,10.0,0,0,0,0.0,0.0,0.0,1594.74,$ 34.0,44.36,31,1.0,SP,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,0.0,0.0,194.3851365717489,0,0,0,0.0,0.0,0.0,4500.54,$ 194.0,26.14,33,0.0,SP,23
5,5,0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,35,367.7127284894611,397.7127284894611,322.7127284894611,5.0,0,0,0,0.0,0.0,0.0,7941.67,$ 323.0,66.43,35,0.0,SP,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1614.95,$ 38.0,41.21,36,0.0,SP,21
0,0,0,0,0,0.0,25,50.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1303.04,$ 7.0,57.27,37,1.0,MT,17
5,10,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.6898986908389,316.6898986908389,316.6898986908389,316.6898986908389,0,0,0,0.0,0.0,0.0,6254.14,$ 317.0,-10.24,23,0.0,MA,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,2652.38,$ 99.0,31.15,38,,MA,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,105,0.0,20.0,15.0,5.0,0,0,0,0.0,0.0,0.0,1586.24,$ 25.0,52.93,37,0.0,GO,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,55,15.0,0.0,20.0,0.0,0,0,0,0.0,0.0,0.0,1215.68,$ 2.0,57.68,39,1.0,GO,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.5507707217699,215.5507707217699,215.5507707217699,0.0,0,0,0,0.0,0.0,0.0,5764.33,$ 216.0,66.9,41,0.0,SP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,80.0,25.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1003.84,$ 1.0,48.0,31,1.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1025.97,$ 15.0,35.37,29,0.0,BA,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1399.65,$ 29.0,39.52,34,,BA,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,393.2539384050745,20.0,403.2539384050745,398.2539384050745,0,0,0,0.0,0.0,0.0,8157.48,$ 393.0,6.46,21,0.0,SP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15.0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1308.75,$ 16.0,48.49,43,1.0,PI,20
5,0,0,5,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,15.0,5.0,5.0,0,0,0,0.0,0.0,0.0,1076.43,$ 4.0,48.86,33,0.0,GO,16
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,25.0,5.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1487.89,$ 28.0,44.48,27,1.0,PR,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1808.68,$ 56.0,32.75,27,1.0,BA,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1540.29,$ 44.0,31.4,30,1.0,SE,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,105,50.0,0.0,284.9297078807185,274.9297078807185,0,0,0,0.0,0.0,0.0,5881.5,$ 270.0,18.26,33,1.0,CE,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,1803.33,$ 65.0,22.95,25,1.0,SP,25
0,0,0,0,0,0.0,25,50.0,0.0,0.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2728.85,$ 78.0,55.22,43,0.0,SP,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1208.42,$ 2.0,57.57,42,0.0,RS,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,1726.02,$ 44.0,40.95,32,1.0,BA,21
0,0,0,0,0,0.0,25,50.0,0.0,50.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1111.24,$ 11.0,43.01,36,0.0,RJ,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25.0,15.0,0.0,15.0,0,0,0,0.0,0.0,0.0,1926.35,$ 60.0,34.45,25,1.0,CE,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.0,25.0,60.0,25.0,0,0,0,0.0,0.0,0.0,2877.53,$ 81.0,59.7,44,1.0,SP,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,5.0,10.0,5.0,0,0,0,0.0,0.0,0.0,1128.98,$ 9.0,46.69,25,1.0,RS,15
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,109.10919791440716,109.10919791440716,109.10919791440716,0,0,0,0.0,0.0,0.0,2776.6,$ 109.0,26.94,22,0.0,SP,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,1035.83,$ 1.0,50.06,31,1.0,CE,19
0,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,129.3777426962087,5.0,124.37774269620871,114.37774269620871,0,0,0,0.0,0.0,0.0,3163.47,$ 114.0,40.63,27,0.0,PR,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,55.0,0.0,10.0,10.0,0,0,0,0.0,0.0,0.0,2078.59,$ 75.0,27.14,28,1.0,PE,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5.0,0.0,45.0,0.0,0,0,0,0.0,0.0,0.0,1489.87,$ 35.0,38.26,28,1.0,BA,19
0,0,0,0,0,0.0,25,0.0,0.0,25.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,40.0,0.0,433.79786777131807,25.0,0,0,0,0.0,0.0,0.0,7651.51,$ 389.0,-13.87,26,0.0,RS,23
