sales,discount,age,gender,cust_state,tenure,profit,month
1612.63,0,32,M,RS,17,80.63,7
1823.13,0,35,M,PB,10,91.16,9
1755.75,0,30,M,PE,18,87.79,2
1922.16,0,33,W,PE,12,96.11,0
1857.25,25,30,W,MA,25,67.86,5
1576.52,0,32,M,DF,23,78.83,7
1786.31,0,30,O,DF,17,89.32,11
2047.39,0,42,M,SP,16,102.37,3
2451.08,25,23,W,SP,16,97.55,7
651.19,0,24,M,SC,18,32.56,4
1636.97,0,39,M,RN,21,81.85,5
2129.41,0,23,M,GO,29,106.47,6
1964.98,0,38,M,CE,22,98.25,5
2192.47,0,38,M,SP,12,109.62,6
713.07,0,40,O,MS,19,35.65,4
2174.94,0,37,nan,ES,16,108.75,4
2378.57,0,33,M,SP,20,118.93,5
2135.9,25,30,nan,CE,18,81.8,5
3171.32,0,50,M,MG,15,158.57,6
1549.56,0,24,O,ES,22,77.48,3
1356.48,25,26,nan,AL,27,42.82,6
1742.63,0,28,M,ES,20,87.13,13
2567.86,0,19,M,PR,21,128.39,11
1954.28,0,35,W,PE,26,97.71,2
2117.21,25,30,W,DF,28,80.86,6
1643.84,25,34,W,RS,24,57.19,5
1747.26,0,27,W,PE,16,87.36,4
1085.42,0,34,M,RJ,24,54.27,5
1541.75,0,29,M,MG,23,77.09,3
2287.78,25,23,W,GO,15,89.39,5
2326.66,0,31,M,SP,19,116.33,7
2446.9,25,32,nan,MG,16,97.35,7
1920.87,0,23,M,PE,19,96.04,6
830.9,0,25,M,SC,14,41.54,3
2749.56,25,38,nan,SP,22,112.48,10
1307.92,0,35,O,PB,23,65.4,3
2158.26,0,22,W,SP,24,107.91,4
2032.49,0,27,M,PE,17,101.62,8
2132.18,0,31,M,SP,16,106.61,9
2145.9,0,40,nan,BA,20,107.3,11
2856.13,25,43,W,BA,18,117.81,5
1675.14,25,27,W,RJ,15,58.76,8
2085.29,0,34,M,MG,24,104.26,6
2851.53,25,31,W,SP,28,117.58,7
1525.2,0,37,M,RJ,17,76.26,6
2198.49,25,39,W,RJ,21,84.92,11
1175.22,0,37,nan,DF,26,58.76,4
1070.82,25,26,W,PI,14,28.54,8
2308.02,0,38,M,PE,24,115.4,4
1300.32,25,26,W,SC,23,40.02,6
1631.32,25,27,W,RS,25,56.57,6
1198.38,0,24,O,RJ,19,59.92,3
1356.85,25,34,W,DF,16,42.84,5
2529.31,25,27,W,SP,21,101.47,11
1287.99,0,31,nan,RJ,16,64.4,6
500.88,0,25,nan,DF,23,25.04,2
1920.36,0,25,O,SP,22,96.02,3
1796.41,0,31,M,CE,22,89.82,6
1094.37,25,25,nan,MT,24,29.72,7
702.24,25,22,W,PI,19,10.11,5
2079.72,25,23,W,CE,13,78.99,7
1310.86,0,27,M,BA,13,65.54,7
1056.2,0,24,W,RS,18,52.81,4
1954.5,0,23,nan,AM,21,97.72,7
1612.9,0,28,M,MG,10,80.65,5
1666.36,25,25,W,MA,21,58.32,6
2059.47,0,23,M,SP,22,102.97,7
1247.59,0,28,M,RJ,19,62.38,3
1388.28,0,35,M,BA,18,69.41,6
1403.67,25,28,W,PA,22,45.18,8
2640.95,0,37,M,MG,24,132.05,9
1811.62,0,29,W,CE,22,90.58,3
1296.63,0,34,nan,SC,15,64.83,9
2126.84,0,41,M,ES,17,106.34,6
2038.12,0,30,M,SP,24,101.91,7
2680.95,25,26,W,SP,16,109.05,11
962.49,0,21,M,BA,19,48.12,2
1440.32,0,36,M,RN,21,72.02,3
1762.88,25,32,W,RJ,17,63.14,7
2697.28,25,39,W,PE,18,109.86,7
1142.02,0,22,M,RJ,22,57.1,8
1987.52,0,32,W,SP,18,99.38,3
610.37,0,38,W,SC,18,30.52,2
1527.12,0,45,nan,RJ,19,76.36,7
495.5,0,31,M,PA,25,24.78,4
1454.74,0,24,M,MA,25,72.74,2
1940.97,0,21,M,GO,18,97.05,5
2765.55,25,33,nan,GO,19,113.28,7
2754.98,25,27,nan,SP,22,112.75,5
2635.48,25,40,W,CE,16,106.77,7
2325.75,25,21,W,CE,11,91.29,7
1408.68,0,28,M,AP,17,70.43,9
1760.81,25,31,W,RR,22,63.04,6
1260.84,25,45,W,AL,23,38.04,7
1924.27,0,24,nan,SP,19,96.21,5
2459.48,25,26,W,SP,26,97.97,7
1620.1,0,33,nan,MA,22,81.0,7
1259.22,0,20,W,AM,16,62.96,1
2510.44,25,35,W,SP,25,100.52,6
2409.48,25,25,W,GO,19,95.47,10
2065.97,0,25,W,PE,17,103.3,4
2067.13,25,30,W,RN,17,78.36,6
2461.12,25,42,W,RJ,19,98.06,10
1781.75,0,21,W,SP,25,89.09,4
2748.63,25,28,W,PR,16,112.43,6
2430.24,0,35,M,PE,14,121.51,6
1029.4,25,22,W,TO,15,26.47,5
801.97,25,23,W,PI,18,15.1,8
2692.68,25,33,W,GO,18,109.63,8
1538.03,25,29,W,DF,14,51.9,5
2528.29,0,43,O,SP,17,126.41,10
1551.08,0,19,M,MG,21,77.55,7
2128.71,0,28,W,SP,17,106.44,3
2450.67,25,27,W,SP,25,97.53,7
2842.74,25,42,W,SP,17,117.14,5
1052.2,0,34,M,PI,22,52.61,7
1466.52,0,31,M,AM,20,73.33,6
1967.26,0,32,W,SP,20,98.36,4
1242.95,0,25,M,RJ,16,62.15,9
1852.06,0,28,M,SP,31,92.6,8
1188.99,25,30,W,MS,24,34.45,5
2255.26,0,30,M,SP,23,112.76,6
2607.79,0,29,M,GO,23,130.39,9
753.3,0,31,W,MS,23,37.66,4
1867.78,0,24,W,CE,17,93.39,4
2037.84,0,25,M,CE,28,101.89,5
1932.47,0,26,M,BA,24,96.62,6
2429.92,0,31,M,PE,15,121.5,11
1727.03,25,31,W,RS,19,61.35,7
2880.94,0,44,nan,GO,23,144.05,3
2466.03,25,34,W,SP,29,98.3,5
1866.22,0,35,M,BA,20,93.31,6
1315.09,0,39,M,BA,16,65.75,4
2295.03,0,34,M,SP,21,114.75,3
865.73,0,25,M,RS,19,43.29,4
2269.75,25,38,W,ES,19,88.49,7
551.35,0,31,M,SE,25,27.57,7
1688.77,0,28,M,AM,27,84.44,4
1925.3,25,31,nan,BA,13,71.26,7
505.71,0,29,W,MS,26,25.29,4
859.12,0,45,W,SC,20,42.96,4
959.54,0,35,W,RS,18,47.98,2
2473.79,25,39,W,SP,21,98.69,6
2116.13,0,30,M,PE,20,105.81,5
1309.07,0,33,M,RJ,25,65.45,7
2504.57,25,39,W,MG,14,100.23,6
2883.62,50,33,nan,MG,27,94.18,14
1980.52,0,25,O,BA,17,99.03,7
1870.8,0,37,M,CE,26,93.54,2
977.69,0,31,W,RS,17,48.88,4
1442.68,0,29,M,AM,20,72.13,2
2120.57,25,27,nan,PR,28,81.03,5
1214.26,0,30,W,RN,19,60.71,4
1672.76,0,24,M,PR,13,83.64,3
1465.21,0,30,nan,BA,23,73.26,7
2286.63,25,25,W,SP,16,89.33,7
1696.11,0,38,M,PR,13,84.81,5
2117.77,0,27,O,MG,23,105.89,4
1333.15,0,32,nan,DF,16,66.66,9
1380.81,0,35,M,RJ,18,69.04,5
2422.11,25,28,W,SP,12,96.11,5
1170.79,0,21,nan,MT,22,58.54,3
2279.94,0,31,M,SP,21,114.0,6
1384.55,0,27,M,RN,20,69.23,5
951.82,0,34,M,AL,20,47.59,2
2457.88,25,28,W,SP,20,97.89,5
499.24,0,36,W,PA,21,24.96,4
2094.16,0,27,W,SP,18,104.71,2
3670.79,25,27,W,GO,27,158.54,7
2024.72,0,31,M,PE,13,101.24,6
3150.04,25,26,W,GO,21,132.5,8
2304.48,25,28,W,PR,28,90.22,7
3822.07,0,22,M,SP,30,191.1,5
2099.77,0,24,W,PE,10,104.99,1
747.87,0,20,M,SE,26,37.39,9
1303.56,0,38,O,MT,22,65.18,6
2015.67,25,29,W,RJ,22,75.78,6
2189.56,0,33,M,SP,24,109.48,6
1406.25,25,35,W,SC,15,45.31,7
1345.25,0,30,O,RS,18,67.26,7
1238.58,25,30,W,SC,19,36.93,5
1838.36,0,35,O,MG,20,91.92,7
2251.55,25,33,W,MG,19,87.58,5
2229.51,25,30,W,CE,22,86.48,5
2085.71,25,48,W,RJ,16,79.29,7
1957.19,0,25,M,SP,25,97.86,1
2483.48,25,32,W,SP,23,99.17,5
1259.14,0,41,M,SE,18,62.96,7
707.92,0,38,M,SE,13,35.4,7
1865.8,0,42,M,PB,16,93.29,7
2566.59,25,45,W,PE,16,103.33,5
2366.12,0,42,M,SP,18,118.31,11
2330.01,25,38,W,SP,19,91.5,5
1779.95,0,26,W,SP,19,89.0,2
923.05,25,33,W,PI,25,21.15,5
1447.64,25,32,W,RJ,18,47.38,5
2055.02,0,24,M,SP,17,102.75,5
2809.12,25,31,nan,SP,21,115.46,7
2528.3,25,42,W,SP,24,101.42,6
2101.87,0,18,O,SP,23,105.09,10
2982.14,25,35,nan,DF,15,124.11,11
2468.03,25,35,W,SP,19,98.4,7
2118.24,0,36,M,SP,23,105.91,6
1124.86,0,19,W,MT,19,56.24,4
2368.36,0,22,M,GO,18,118.42,6
1234.32,0,23,M,DF,21,61.72,6
1485.01,25,22,W,AP,24,49.25,5
576.26,0,30,M,PA,15,28.81,6
2582.64,25,38,W,ES,18,104.13,8
2285.62,0,39,M,CE,24,114.28,8
1311.03,0,25,nan,SC,17,65.55,11
1714.75,25,31,W,SC,23,60.74,7
1011.63,0,23,W,RS,18,50.58,4
2009.96,0,51,M,RS,24,100.5,8
2282.39,25,28,W,PE,15,89.12,8
2092.16,25,26,W,BA,23,79.61,10
2062.13,0,27,M,SP,20,103.11,7
562.27,0,26,O,SE,23,28.11,4
2669.05,25,29,W,SP,16,108.45,5
793.09,0,29,W,SC,24,39.65,4
2095.22,0,29,M,SP,15,104.76,7
1706.68,25,37,W,RJ,19,60.33,6
1525.38,0,33,O,BA,13,76.27,4
2520.21,0,32,M,SP,21,126.01,5
1500.99,0,46,nan,RS,23,75.05,6
2091.92,0,36,nan,BA,24,104.6,6
1899.17,25,29,W,RJ,16,69.96,5
1664.32,0,24,M,ES,19,83.22,6
1056.04,25,28,W,PI,14,27.8,9
1944.74,25,36,W,MA,23,72.24,5
1051.25,0,28,W,RJ,24,52.56,4
2090.71,0,39,M,SP,22,104.54,5
1668.69,0,37,nan,BA,22,83.43,8
1899.68,0,28,O,BA,21,94.98,6
680.52,0,34,W,TO,16,34.03,4
1438.44,0,38,O,RS,21,71.92,7
2827.78,25,27,W,MG,19,116.39,8
1429.97,0,23,M,MA,21,71.5,4
1389.15,25,38,W,PA,32,44.46,7
2188.39,0,38,M,SP,23,109.42,4
1190.66,0,20,nan,RS,23,59.53,7
737.59,0,36,M,TO,24,36.88,7
1089.09,0,32,M,PI,15,54.45,4
575.11,0,32,M,PA,20,28.76,1
2478.57,0,26,M,GO,23,123.93,6
2161.42,0,40,M,PE,34,108.07,2
1711.33,25,28,W,RJ,35,60.57,6
2394.24,0,26,M,PE,14,119.71,10
1645.41,0,31,nan,CE,13,82.27,4
1529.94,0,27,M,DF,20,76.5,10
2564.29,25,32,W,SP,21,103.21,9
2620.88,25,29,W,GO,14,106.04,11
1905.79,25,24,W,BA,23,70.29,7
1418.38,0,30,O,DF,14,70.92,7
1988.41,0,23,M,SP,23,99.42,6
1169.62,0,31,M,RJ,17,58.48,5
1849.26,0,26,M,SP,16,92.46,3
1477.37,0,27,nan,MA,32,73.87,5
1476.33,0,32,O,RJ,21,73.82,6
2594.05,25,28,W,GO,20,104.7,7
2096.66,0,29,O,PE,23,104.83,9
1942.4,25,33,W,BA,17,72.12,7
2239.59,25,26,W,PE,14,86.98,6
1905.51,25,35,W,MA,15,70.28,5
2419.77,0,29,M,GO,16,120.99,9
1766.43,0,25,M,PR,17,88.32,6
1464.84,0,34,M,RJ,13,73.24,10
4478.32,25,22,W,RS,20,198.92,5
2272.2,25,26,W,MG,26,88.61,7
1428.62,25,35,W,MS,21,46.43,6
2030.83,25,36,W,BA,14,76.54,5
2577.66,25,30,W,MG,17,103.88,7
2552.75,25,28,W,MG,15,102.64,10
1395.57,0,38,W,PR,19,69.78,1
727.79,25,26,W,PA,18,11.39,9
1212.33,0,29,M,RS,21,60.62,5
1671.3,0,37,M,PR,20,83.56,5
2282.04,25,30,W,SP,19,89.1,9
2127.94,25,24,W,PE,22,81.4,5
1509.04,0,44,M,RJ,19,75.45,6
2142.32,25,35,W,RS,22,82.12,5
1363.06,0,25,M,RS,26,68.15,9
5522.84,25,38,W,SP,29,251.14,7
1001.11,0,42,M,SC,20,50.06,4
2135.48,0,29,M,SP,28,106.77,5
2763.93,25,46,M,MG,26,113.2,11
3068.87,25,52,W,SP,23,128.44,11
1335.6,0,40,M,RJ,26,66.78,1
2264.37,0,42,M,MG,22,113.22,7
2310.6,25,31,W,CE,17,90.53,8
2477.38,0,29,O,PE,22,123.87,10
2129.29,0,39,M,SP,16,106.46,7
2377.48,0,31,M,SP,25,118.87,7
999.44,0,46,W,SC,23,49.97,2
1873.8,25,25,W,BA,25,68.69,9
2198.28,0,34,M,SP,13,109.91,8
2171.13,25,29,W,RS,25,83.56,9
2677.99,25,23,W,SP,22,108.9,8
1496.13,0,26,M,BA,16,74.81,7
646.09,0,28,M,PA,22,32.3,3
2194.99,25,23,nan,MG,23,84.75,6
2390.33,0,22,M,SP,18,119.52,6
1626.67,25,39,W,SC,24,56.33,7
2633.86,25,46,W,PR,27,106.69,10
2380.88,0,33,M,MG,16,119.04,3
1517.36,0,37,O,BA,18,75.87,6
1661.42,0,33,nan,CE,22,83.07,5
1362.82,25,29,W,AL,20,43.14,9
2628.07,25,36,W,SP,23,106.4,5
2091.82,0,25,nan,SP,20,104.59,4
1579.54,0,28,M,AM,19,78.98,8
2349.43,0,46,W,SP,25,117.47,3
1455.62,25,34,nan,MS,14,47.78,9
2358.53,0,30,M,PE,17,117.93,9
1859.66,25,26,W,RS,16,67.98,10
2347.92,25,23,W,MG,27,92.4,6
540.15,0,32,W,SE,17,27.01,4
594.11,0,29,M,SE,23,29.71,6
2567.42,25,44,W,RS,26,103.37,9
579.57,0,31,M,SE,20,28.98,8
2934.5,25,40,W,CE,20,121.72,11
572.84,0,27,M,AL,24,28.64,4
2331.43,0,31,M,SP,17,116.57,6
1179.14,0,25,M,RS,28,58.96,6
1825.63,0,28,M,MG,22,91.28,5
1913.12,0,26,M,PE,21,95.66,4
672.36,0,32,O,PA,15,33.62,7
1959.48,0,29,W,PR,26,97.97,2
1072.56,0,26,W,RJ,23,53.63,4
2478.73,25,32,W,PE,17,98.94,6
1506.68,0,39,M,RJ,20,75.33,8
1616.96,0,28,W,MG,20,80.85,4
756.47,0,34,M,PI,23,37.82,5
2267.75,25,23,W,SP,20,88.39,6
2192.22,25,31,W,MG,28,84.61,10
1193.95,0,39,M,MS,18,59.7,6
1618.65,0,38,W,PR,27,80.93,2
2269.97,0,28,M,MG,17,113.5,5
1998.34,0,31,M,SP,16,99.92,7
1350.69,0,35,O,RJ,18,67.53,7
920.56,0,31,M,SC,23,46.03,7
1568.35,0,43,W,AM,24,78.42,4
1534.06,0,35,M,BA,23,76.7,8
512.06,0,37,O,PA,15,25.6,5
627.4,0,29,M,PA,22,31.37,8
1633.91,0,27,W,BA,16,81.7,4
1878.9,0,26,W,SP,14,93.94,2
587.64,0,22,M,PI,16,29.38,4
2671.51,25,35,W,PR,27,108.58,7
859.15,0,26,M,RS,22,42.96,4
2165.01,25,23,W,RS,18,83.25,9
1903.37,0,22,M,MG,29,95.17,3
2235.49,0,39,M,PR,20,111.77,5
1696.37,25,40,W,RJ,14,59.82,5
619.01,0,29,M,AL,32,30.95,7
2485.12,25,30,W,CE,16,99.26,5
1716.85,0,32,W,MG,26,85.84,3
1684.3,0,43,M,BA,13,84.22,3
1336.83,0,29,W,BA,17,66.84,1
1913.91,0,25,M,PE,17,95.7,4
1302.19,0,22,M,RJ,21,65.11,7
1357.92,0,30,M,MA,21,67.9,4
1950.39,0,29,M,SP,21,97.52,4
2294.82,25,22,W,SP,31,89.74,5
2227.64,0,31,M,SP,15,111.38,9
2521.5,25,27,W,PR,17,101.08,10
3098.18,25,26,W,SP,14,129.91,18
527.73,0,28,W,RS,25,26.39,3
1526.45,0,25,M,BA,21,76.32,7
775.15,0,41,M,AL,11,38.76,7
2172.58,0,26,M,SP,17,108.63,6
2182.74,0,34,W,PE,23,109.14,3
742.42,0,24,M,SC,20,37.12,7
648.69,0,32,O,DF,19,32.43,4
1408.81,0,31,M,RS,20,70.44,7
1447.33,0,38,W,RN,15,72.37,3
1931.5,0,26,W,SP,20,96.58,3
2140.58,25,26,W,MG,23,82.03,7
2985.21,25,35,W,MG,27,124.26,6
1448.05,0,35,M,RJ,33,72.4,4
2368.26,0,30,W,SP,25,118.41,4
1359.64,0,33,M,MT,22,67.98,0
2859.66,25,23,W,BA,25,117.98,13
2115.45,0,37,nan,MG,21,105.77,9
1489.57,25,29,W,RJ,18,49.48,6
1129.14,25,32,nan,TO,15,31.46,6
2826.51,0,33,M,ES,22,141.33,7
1875.83,0,23,M,SP,15,93.79,6
2229.18,0,25,nan,GO,14,111.46,3
2649.48,25,31,nan,PE,17,107.47,7
657.53,0,32,W,SC,12,32.88,4
1688.13,25,23,W,BA,15,59.41,8
1845.14,0,22,M,SP,19,92.26,6
1834.15,25,25,W,BA,12,66.71,5
2529.61,25,49,W,MG,19,101.48,5
1384.82,0,31,M,AM,14,69.24,3
2562.07,25,37,W,SP,20,103.1,6
1866.3,25,34,W,RJ,14,68.32,8
248.62,0,24,W,DF,22,12.43,2
1653.05,0,34,M,CE,22,82.65,2
2964.4,25,31,nan,PR,19,123.22,12
1046.32,0,44,M,AL,19,52.32,5
3114.99,0,28,M,SP,20,155.75,10
2474.13,0,43,W,SP,18,123.71,4
1692.12,25,22,W,AM,22,59.61,6
1651.35,0,47,M,RJ,11,82.57,8
1145.12,0,27,W,RJ,16,57.26,4
780.45,0,42,M,AL,21,39.02,4
2658.81,0,38,O,SP,18,132.94,4
1106.09,0,29,O,MT,19,55.3,4
1793.55,0,36,O,RN,16,89.68,6
2497.0,0,29,M,GO,31,124.85,5
1115.98,0,27,O,BA,24,55.8,2
1690.72,0,24,nan,MA,14,84.54,12
1854.91,0,31,W,SP,22,92.75,3
1530.26,25,45,W,SC,22,51.51,6
1727.09,0,41,M,PR,17,86.35,0
2360.5,25,31,W,CE,20,93.02,6
2268.9,0,24,O,GO,29,113.44,3
2620.71,25,34,W,SP,13,106.04,6
2179.59,0,33,O,CE,22,108.98,6
1113.37,0,34,M,MS,23,55.67,9
1128.35,0,29,M,PI,34,56.42,5
2222.3,25,28,W,MG,17,86.12,7
1459.99,0,43,W,MT,24,73.0,3
696.99,0,32,W,RS,17,34.85,1
1866.71,0,35,M,CE,12,93.34,3
2822.83,25,43,W,PR,22,116.14,5
3026.74,25,41,W,CE,27,126.34,7
1342.68,25,31,W,MS,25,42.13,7
2219.02,0,43,M,MG,21,110.95,4
1331.96,0,28,O,RJ,22,66.6,6
2329.45,0,40,M,PR,11,116.47,9
1099.72,0,35,O,MS,22,54.99,9
1496.82,25,28,W,RS,14,49.84,5
2790.41,25,36,W,PR,22,114.52,6
1759.63,25,26,W,RO,17,62.98,10
2277.81,0,33,M,MG,17,113.89,7
1108.52,0,37,W,RO,21,55.43,2
1583.04,0,29,W,RJ,28,79.15,2
1546.09,25,22,W,MA,23,52.3,11
2039.7,0,41,W,PE,21,101.99,4
3256.27,25,47,W,CE,12,137.81,8
736.03,0,39,M,AL,20,36.8,10
2076.56,0,37,M,RS,25,103.83,12
1848.54,0,33,W,ES,14,92.43,1
1303.09,0,34,M,RJ,14,65.15,3
1289.05,0,27,W,PR,18,64.45,3
1584.45,0,42,nan,PB,21,79.22,6
1972.53,0,32,W,MG,15,98.63,4
1888.91,0,24,M,PE,15,94.45,6
2442.71,0,44,M,SP,19,122.14,10
2112.93,0,28,M,SP,28,105.65,4
723.5,0,30,O,PA,15,36.18,3
2224.87,0,28,M,SP,18,111.24,2
2362.55,25,28,W,PE,19,93.13,10
484.7,0,30,O,SE,9,24.24,6
2295.18,0,24,M,SP,35,114.76,11
1861.91,0,28,nan,AM,20,93.1,11
2064.48,0,29,M,ES,13,103.22,6
2899.5,25,46,W,SP,21,119.98,7
1893.27,0,23,M,MG,34,94.66,7
1466.64,0,24,nan,MA,25,73.33,3
2133.78,0,33,W,PE,15,106.69,1
2500.36,25,38,W,RS,23,100.02,9
1993.81,0,29,W,MG,13,99.69,4
1974.54,0,35,W,SP,20,98.73,2
1972.65,0,32,M,PR,7,98.63,4
1708.95,0,36,M,MA,18,85.45,7
520.79,0,30,W,RS,16,26.04,2
2059.55,0,28,M,PR,15,102.98,6
2770.71,25,46,nan,CE,18,113.54,8
2083.7,25,30,W,BA,22,79.18,7
2232.54,25,36,W,RJ,20,86.63,10
1532.53,0,31,M,BA,29,76.63,5
2158.41,0,41,M,SP,15,107.92,6
2156.95,0,25,W,GO,20,107.85,4
897.41,0,34,M,SE,20,44.87,5
1595.37,0,36,W,MG,19,79.77,3
2407.02,25,28,W,SP,14,95.35,9
1234.68,0,31,M,RJ,24,61.73,2
1484.53,0,29,nan,BA,12,74.23,2
2217.74,25,45,W,MA,19,85.89,5
1095.9,25,35,W,PA,17,29.8,6
699.0,0,33,O,PA,18,34.95,2
616.89,0,33,M,PI,18,30.84,3
1212.41,0,31,M,RJ,26,60.62,6
2458.36,0,41,M,MG,12,122.92,9
1741.48,0,28,M,BA,21,87.07,8
810.47,0,30,M,RS,15,40.52,2
1962.49,0,30,O,PR,23,98.12,5
2092.88,0,43,M,RS,18,104.64,9
1209.35,0,28,M,RJ,16,60.47,8
1015.63,25,24,W,AL,18,25.78,12
2318.58,0,29,M,SP,20,115.93,5
2115.28,0,25,nan,SP,15,105.76,6
719.1,25,25,W,PA,19,10.96,5
2516.21,0,34,nan,SP,21,125.81,5
741.39,0,21,O,AL,26,37.07,2
462.47,0,20,nan,PA,24,23.12,7
412.55,0,28,W,PA,25,20.63,4
2628.18,25,27,W,GO,24,106.41,5
3175.35,0,30,M,GO,19,158.77,9
1467.62,0,40,M,BA,20,73.38,3
1748.32,0,24,W,RN,21,87.42,4
2475.13,25,29,W,SP,20,98.76,9
2043.79,0,32,W,SP,17,102.19,4
2657.38,25,34,W,GO,26,107.87,5
2444.36,25,29,W,PE,30,97.22,5
2355.43,0,34,M,SP,21,117.77,10
1947.95,0,32,M,MG,10,97.4,7
2184.92,0,28,M,ES,23,109.25,8
1668.61,0,35,M,AP,23,83.43,3
1456.45,25,37,nan,SC,20,47.82,8
1437.08,0,23,W,MT,25,71.85,3
1567.01,0,22,M,ES,21,78.35,3
2168.04,0,33,W,SP,19,108.4,3
1998.82,0,30,M,SP,16,99.94,6
2040.75,0,26,M,SP,15,102.04,4
1875.96,25,32,W,BA,19,68.8,6
2366.82,25,24,W,SP,15,93.34,5
2197.65,25,28,W,PR,27,84.88,8
1926.68,25,24,W,MA,20,71.33,7
1087.87,0,36,M,SC,16,54.39,5
1860.41,0,32,M,AM,20,93.02,13
1964.35,0,48,M,CE,26,98.22,2
642.1,0,34,M,PA,25,32.11,6
2106.0,0,31,M,SP,27,105.3,9
1847.73,0,35,M,AM,19,92.39,4
2048.98,25,32,W,BA,27,77.45,6
2210.11,25,26,W,CE,16,85.51,6
2094.56,0,31,O,MG,24,104.73,8
1012.36,0,37,M,MT,31,50.62,10
1159.1,0,29,nan,DF,13,57.96,5
1266.6,0,25,M,RS,26,63.33,6
1057.64,0,20,M,RR,18,52.88,8
1544.67,25,30,W,PA,18,52.23,10
2139.74,0,38,W,PE,24,106.99,3
1794.13,0,33,O,RJ,21,89.71,4
2319.21,0,40,M,SP,21,115.96,4
1819.36,0,34,M,PA,14,90.97,14
1901.76,0,35,W,SP,26,95.09,3
2564.89,25,31,W,SP,14,103.24,5
2066.29,0,31,O,PE,19,103.31,3
2292.36,25,38,W,MG,15,89.62,5
1138.46,25,30,W,SC,20,31.92,6
740.05,0,33,W,RS,23,37.0,2
2863.09,25,18,W,CE,18,118.15,12
3270.44,25,42,W,SP,19,138.52,5
2356.34,25,38,W,ES,18,92.82,7
1760.59,0,29,M,BA,24,88.03,6
449.0,0,34,M,AC,9,22.45,7
1888.48,0,27,W,SP,20,94.42,2
854.23,0,38,O,AC,13,42.71,6
1775.75,25,30,W,MA,19,63.79,6
1797.15,0,27,M,SP,23,89.86,6
1784.34,0,43,W,BA,18,89.22,4
1399.48,0,29,M,RJ,13,69.97,7
1941.82,25,23,W,BA,24,72.09,7
2227.92,25,22,W,PR,25,86.4,5
2039.88,25,29,W,RJ,21,76.99,7
2103.42,0,25,M,PE,16,105.17,4
937.1,0,21,M,RS,28,46.86,6
2313.77,0,30,M,CE,17,115.69,6
1423.04,0,35,O,RS,22,71.15,8
1329.96,0,33,W,AM,17,66.5,3
1991.13,0,28,M,MG,32,99.56,9
2624.94,25,35,W,SP,14,106.25,9
1934.26,0,23,nan,ES,25,96.71,3
2472.57,25,27,W,CE,18,98.63,7
975.87,0,45,M,PA,22,48.79,6
1640.76,0,27,M,PB,22,82.04,4
657.01,0,28,W,MS,27,32.85,3
2141.62,0,33,M,ES,27,107.08,8
1530.83,0,35,O,MA,16,76.54,9
1361.58,25,29,W,RS,24,43.08,5
1638.55,0,41,M,BA,17,81.93,4
2453.35,25,24,nan,CE,18,97.67,9
1612.76,25,30,nan,DF,28,55.64,6
2192.14,25,23,W,SP,19,84.61,6
2671.82,0,24,M,SP,23,133.59,10
2573.82,25,22,W,SP,16,103.69,9
2627.69,25,35,W,SP,16,106.38,7
2054.41,25,33,W,BA,22,77.72,6
2573.93,0,35,O,SP,15,128.7,8
2556.63,25,38,W,MG,16,102.83,7
2039.92,0,30,M,SP,19,102.0,4
2292.97,0,32,M,SP,15,114.65,5
2071.16,0,26,M,RS,22,103.56,9
2196.81,0,34,W,SP,16,109.84,3
1490.89,25,48,W,PI,21,49.54,7
2464.99,0,44,O,PE,15,123.25,7
2568.01,25,34,W,SP,19,103.4,11
648.41,0,31,O,PA,21,32.42,9
2796.67,25,38,W,BA,20,114.83,8
2909.35,0,22,nan,GO,13,145.47,4
2162.31,25,43,W,RS,17,83.12,8
411.65,0,22,M,PA,21,20.58,5
2199.57,25,18,nan,SP,14,84.98,5
2491.83,25,32,W,PE,29,99.59,7
2882.86,25,31,W,CE,25,119.14,6
1403.21,0,34,W,RN,17,70.16,4
2582.6,25,32,W,SP,20,104.13,8
2193.76,0,34,nan,PE,20,109.69,3
2346.92,0,27,M,SP,27,117.35,7
2426.61,0,28,W,SP,30,121.33,2
986.03,0,27,nan,MS,13,49.3,9
2550.19,0,37,M,PE,25,127.51,8
1168.77,25,39,W,AL,12,33.44,5
2569.02,0,27,M,PE,20,128.45,6
2567.29,25,23,W,GO,18,103.36,8
542.22,0,37,O,PA,21,27.11,3
1421.33,0,28,M,BA,22,71.07,4
2046.42,0,41,W,SP,20,102.32,3
1646.3,25,23,W,RJ,15,57.32,10
964.49,0,26,W,RJ,19,48.22,3
516.18,0,34,M,PA,16,25.81,8
1932.28,0,46,M,BA,8,96.61,6
2395.67,25,38,W,MG,26,94.78,6
1023.14,0,30,M,RJ,17,51.16,3
1579.73,0,35,M,PI,25,78.99,12
639.72,0,32,W,SC,20,31.99,4
2418.33,25,27,nan,MG,21,95.92,13
2165.16,0,31,M,SP,28,108.26,6
1725.64,25,21,W,RS,11,61.28,8
2129.88,0,28,M,PE,25,106.49,7
1667.53,0,29,nan,BA,17,83.38,9
1426.26,0,21,M,RJ,16,71.31,9
2583.94,25,38,W,SP,17,104.2,5
2277.75,25,27,W,MG,16,88.89,8
2545.77,25,40,W,SP,27,102.29,5
2112.1,0,33,W,SP,18,105.6,3
627.06,0,27,M,SC,25,31.35,4
